num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,anio
117,2023,5,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,19,Mujer,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
118,2023,5,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,19,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
119,2023,5,9,06:00 a 11:59,Mañana,Enero,Jueves,Jutiapa,El Progreso,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Honda,Rojo,1999,1990-1999,Colisión,2023
120,2023,5,9,06:00 a 11:59,Mañana,Enero,Jueves,Jutiapa,El Progreso,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
121,2023,5,6,06:00 a 11:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
122,2023,5,6,06:00 a 11:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorado,Hombre,63,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisión,2023
123,2023,5,9,06:00 a 11:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión,2023
124,2023,5,9,06:00 a 11:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
125,2023,5,20,18:00 a 23:59,Noche,Enero,Jueves,Escuintla,La Democracia,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2023
126,2023,5,20,18:00 a 23:59,Noche,Enero,Jueves,Escuintla,La Democracia,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Freightliner,Corinto,2000,2000-2009,Colisión,2023
127,2023,5,3,00:00 a 05:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
128,2023,5,7,06:00 a 11:59,Mañana,Enero,Jueves,Quetzaltenango,Coatepeque,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,2023
129,2023,5,7,06:00 a 11:59,Mañana,Enero,Jueves,Quetzaltenango,Coatepeque,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión,2023
130,2023,5,11,06:00 a 11:59,Mañana,Enero,Jueves,Huehuetenango,Huehuetenango,1,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Camioneta,Toyota,Rojo,Ignorado,Ignorado,Colisión,2023
131,2023,5,11,06:00 a 11:59,Mañana,Enero,Jueves,Huehuetenango,Huehuetenango,1,Mujer,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión,2023
132,2023,5,16,12:00 a 17:59,Tarde,Enero,Jueves,Alta Verapaz,Cobán,Ignorado,Mujer,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Otros,Blanco,2021,2020-2029,Colisión,2023
133,2023,5,16,12:00 a 17:59,Tarde,Enero,Jueves,Alta Verapaz,Cobán,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
134,2023,6,1,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Freightliner,Rojo,2013,2010-2019,Colisión,2023
135,2023,6,1,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
136,2023,6,1,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
137,2023,6,1,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
138,2023,6,7,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
139,2023,6,7,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
140,2023,6,2,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,11,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
141,2023,6,2,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
142,2023,6,6,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,21,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
143,2023,6,6,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,21,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
144,2023,6,20,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Ford,Beige,2005,2000-2009,Colisión,2023
145,2023,6,20,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Villa Nueva,Ignorado,Hombre,57,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Ford,Beige,2005,2000-2009,Colisión,2023
146,2023,6,23,18:00 a 23:59,Noche,Enero,Viernes,Jutiapa,Asunción Mita,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape,2023
147,2023,6,23,18:00 a 23:59,Noche,Enero,Viernes,Jutiapa,Asunción Mita,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape,2023
148,2023,6,18,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,Escuintla,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mitsubishi,Corinto,2006,2000-2009,Colisión,2023
149,2023,6,18,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,Escuintla,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
150,2023,6,8,06:00 a 11:59,Mañana,Enero,Viernes,San Marcos,El Tumbador,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Peter Bilt,Morado,1998,1990-1999,Colisión,2023
151,2023,6,8,06:00 a 11:59,Mañana,Enero,Viernes,San Marcos,El Tumbador,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Rojo,1988,1980-1989,Colisión,2023
152,2023,6,12,12:00 a 17:59,Tarde,Enero,Viernes,Huehuetenango,Cuilco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
153,2023,6,12,12:00 a 17:59,Tarde,Enero,Viernes,Huehuetenango,Cuilco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Nissan,Blanco,Ignorado,Ignorado,Colisión,2023
154,2023,6,0,00:00 a 05:59,Mañana,Enero,Viernes,Alta Verapaz,Panzós,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2023
155,2023,6,16,12:00 a 17:59,Tarde,Enero,Viernes,Petén,San Benito,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2010,2010-2019,Colisión,2023
156,2023,6,16,12:00 a 17:59,Tarde,Enero,Viernes,Petén,San Benito,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión,2023
157,2023,6,22,18:00 a 23:59,Noche,Enero,Viernes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Gris,2014,2010-2019,Colisión,2023
158,2023,6,22,18:00 a 23:59,Noche,Enero,Viernes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2023
159,2023,7,5,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión,2023
160,2023,7,5,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
161,2023,7,6,06:00 a 11:59,Mañana,Enero,Sábado,Guatemala,Fraijanes,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Asia Hero,Azul,2023,2020-2029,Derrape,2023
162,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,5,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape,2023
163,2023,7,4,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Azul,2002,2000-2009,Colisión,2023
164,2023,7,4,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,12,Mujer,43,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Volkswagen,Blanco,1999,1990-1999,Colisión,2023
165,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,11,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Ignorado,2021,2020-2029,Derrape,2023
166,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Villa Nueva,2,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,2023
167,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Villa Nueva,2,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Nissan,Negro,Ignorado,Ignorado,Colisión,2023
168,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,63,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Ford,Corinto,Ignorado,Ignorado,Colisión,2023
169,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Kia,Rojo,Ignorado,Ignorado,Colisión,2023
170,2023,7,17,12:00 a 17:59,Tarde,Enero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Anaranjado,Ignorado,Ignorado,Colisión,2023
171,2023,7,17,12:00 a 17:59,Tarde,Enero,Sábado,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
172,2023,7,20,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Villa Canales,Ignorado,Mujer,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Hyundai,Gris,2022,2020-2029,Colisión,2023
173,2023,7,20,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Villa Canales,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Serpento,Negro,2013,2010-2019,Colisión,2023
174,2023,7,21,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Mixco,8,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camioneta,Hyundai,Azul,2016,2010-2019,Colisión,2023
175,2023,7,21,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Mixco,8,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Haojue,Negro,2020,2020-2029,Colisión,2023
176,2023,7,20,18:00 a 23:59,Noche,Enero,Sábado,Jutiapa,Jalpatagua,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Freedom,Rojo,2022,2020-2029,Colisión,2023
177,2023,7,20,18:00 a 23:59,Noche,Enero,Sábado,Jutiapa,Jalpatagua,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
178,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Jalapa,Jalapa,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Ignorado,2021,2020-2029,Colisión,2023
179,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Jalapa,Jalapa,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Ignorado,2018,2010-2019,Colisión,2023
180,2023,7,6,06:00 a 11:59,Mañana,Enero,Sábado,Jalapa,Jalapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
181,2023,7,6,06:00 a 11:59,Mañana,Enero,Sábado,Jalapa,Jalapa,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
182,2023,7,9,06:00 a 11:59,Mañana,Enero,Sábado,Escuintla,Escuintla,Ignorado,Hombre,58,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Toyota,Beige,2001,2000-2009,Colisión,2023
183,2023,7,9,06:00 a 11:59,Mañana,Enero,Sábado,Escuintla,Escuintla,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,2023
184,2023,7,15,12:00 a 17:59,Tarde,Enero,Sábado,Escuintla,Escuintla,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,2022,2020-2029,Derrape,2023
185,2023,7,21,18:00 a 23:59,Noche,Enero,Sábado,Escuintla,Escuintla,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
186,2023,7,9,06:00 a 11:59,Mañana,Enero,Sábado,Santa Rosa,Guazacapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Blanco,1995,1990-1999,Colisión,2023
187,2023,7,9,06:00 a 11:59,Mañana,Enero,Sábado,Santa Rosa,Guazacapán,Ignorado,Hombre,79,75-79,60 y más,75 - 79,Ignorado,Mayor,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión,2023
188,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,62,60-64,60 y más,60 - 64,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
189,2023,7,18,18:00 a 23:59,Noche,Enero,Sábado,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Blanco,Ignorado,Ignorado,Colisión,2023
190,2023,7,0,00:00 a 05:59,Mañana,Enero,Sábado,Suchitepéquez,Chicacao,1,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
191,2023,7,0,00:00 a 05:59,Mañana,Enero,Sábado,Suchitepéquez,Chicacao,1,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
192,2023,7,15,12:00 a 17:59,Tarde,Enero,Sábado,Retalhuleu,Champerico,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Freedom,Negro,2016,2010-2019,Derrape,2023
193,2023,7,15,12:00 a 17:59,Tarde,Enero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Hyundai,Negro,Ignorado,Ignorado,Colisión,2023
194,2023,7,15,12:00 a 17:59,Tarde,Enero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Azul,Ignorado,Ignorado,Colisión,2023
195,2023,7,0,00:00 a 05:59,Mañana,Enero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,2023
196,2023,7,0,00:00 a 05:59,Mañana,Enero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Yamaha,Anaranjado,Ignorado,Ignorado,Colisión,2023
197,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Audi,Negro,2009,2000-2009,Colisión,2023
198,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Colisión,2023
199,2023,7,1,00:00 a 05:59,Mañana,Enero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión,2023
200,2023,7,19,18:00 a 23:59,Noche,Enero,Sábado,Alta Verapaz,Santa Cruz Verapaz,Ignorado,Hombre,61,60-64,60 y más,60 - 64,Ignorado,Mayor,Pick up,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2023
201,2023,7,19,18:00 a 23:59,Noche,Enero,Sábado,Alta Verapaz,Santa Cruz Verapaz,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,2023
202,2023,7,23,18:00 a 23:59,Noche,Enero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Nissan,Blanco,Ignorado,Ignorado,Colisión,2023
203,2023,7,23,18:00 a 23:59,Noche,Enero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
204,2023,8,4,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Guatemala,13,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
205,2023,8,2,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Petapa,7,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Ignorado,Hyundai,Gris,Ignorado,Ignorado,Colisión,2023
206,2023,8,2,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Petapa,7,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,2023
207,2023,8,4,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Mixco,8,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Toyota,Blanco,2007,2000-2009,Colisión,2023
208,2023,8,4,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Mixco,8,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Mazda,Corinto,2009,2000-2009,Colisión,2023
209,2023,8,2,00:00 a 05:59,Mañana,Enero,Domingo,Izabal,Morales,Ignorado,Mujer,28,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Honda,Negro,2013,2010-2019,Colisión,2023
210,2023,8,2,00:00 a 05:59,Mañana,Enero,Domingo,Izabal,Morales,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Camioneta,Kia,Gris,2008,2000-2009,Colisión,2023
211,2023,8,19,18:00 a 23:59,Noche,Enero,Domingo,Zacapa,Río Hondo,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Bus urbano,Internacional,Rojo,Ignorado,Ignorado,Colisión,2023
212,2023,8,19,18:00 a 23:59,Noche,Enero,Domingo,Zacapa,Río Hondo,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión,2023
213,2023,8,8,06:00 a 11:59,Mañana,Enero,Domingo,San Marcos,San Pablo,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Blanco,2014,2010-2019,Colisión,2023
214,2023,8,8,06:00 a 11:59,Mañana,Enero,Domingo,San Marcos,San Pablo,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisión,2023
215,2023,8,11,06:00 a 11:59,Mañana,Enero,Domingo,Quiché,Sacapulas,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Cuatrimoto,Bajaj,Rojo,Ignorado,Ignorado,Colisión,2023
216,2023,8,11,06:00 a 11:59,Mañana,Enero,Domingo,Quiché,Sacapulas,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Rojo,2005,2000-2009,Colisión,2023
217,2023,8,15,12:00 a 17:59,Tarde,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,34,30-34,30-34,30 - 34,No Ebrio,Mayor,Camión,Ignorado,Blanco,1997,1990-1999,Colisión,2023
218,2023,8,15,12:00 a 17:59,Tarde,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,15,15-19,15-19,15 - 19,No Ebrio,Menor,Cuatrimoto,Italika,Ignorado,Ignorado,Ignorado,Colisión,2023
219,2023,8,17,12:00 a 17:59,Tarde,Enero,Domingo,Santa Rosa,Barberena,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ebrio,Mayor,Camioneta,Subaru,Corinto,Ignorado,Ignorado,Colisión,2023
220,2023,8,17,12:00 a 17:59,Tarde,Enero,Domingo,Santa Rosa,Barberena,Ignorado,Mujer,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Honda,Gris,1985,1980-1989,Colisión,2023
221,2023,8,20,18:00 a 23:59,Noche,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Toyota,Azul,2007,2000-2009,Colisión,2023
222,2023,8,20,18:00 a 23:59,Noche,Enero,Domingo,Santa Rosa,Cuilapa,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Freedom,Amarillo,Ignorado,Ignorado,Colisión,2023
223,2023,8,6,06:00 a 11:59,Mañana,Enero,Domingo,Santa Rosa,Taxisco,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
224,2023,8,16,12:00 a 17:59,Tarde,Enero,Domingo,Huehuetenango,Huehuetenango,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ebrio,Mayor,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Derrape,2023
225,2023,8,18,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Suzuki,Rojo,2015,2010-2019,Colisión,2023
226,2023,8,18,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Motocicleta,Bajaj,Rojo,2014,2010-2019,Colisión,2023
227,2023,8,19,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,7,Hombre,44,40-44,40-44,40 - 44,Ebrio,Mayor,Pick up,Toyota,Gris,1988,1980-1989,Choque,2023
228,2023,8,18,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisión,2023
229,2023,8,18,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Azul,2017,2010-2019,Colisión,2023
230,2023,8,16,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,49,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Verde,Ignorado,Ignorado,Choque,2023
231,2023,8,19,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
